task,"('google/gemma-3-270m-it', 'Base')","('google/gemma-3-270m-it', 'Best Skip Layer')","('google/gemma-3-270m-it', 'Performance')","('google/gemma-3-270m-it', 'Candidate Count')","('google/gemma-3-1b-it', 'Base')","('google/gemma-3-1b-it', 'Best Skip Layer')","('google/gemma-3-1b-it', 'Performance')","('google/gemma-3-1b-it', 'Candidate Count')","('meta-llama/Llama-3.2-1B-Instruct', 'Base')","('meta-llama/Llama-3.2-1B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-1B-Instruct', 'Performance')","('meta-llama/Llama-3.2-1B-Instruct', 'Candidate Count')","('meta-llama/Llama-3.2-3B-Instruct', 'Base')","('meta-llama/Llama-3.2-3B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-3B-Instruct', 'Performance')","('meta-llama/Llama-3.2-3B-Instruct', 'Candidate Count')","('Qwen/Qwen3-1.7B', 'Base')","('Qwen/Qwen3-1.7B', 'Best Skip Layer')","('Qwen/Qwen3-1.7B', 'Performance')","('Qwen/Qwen3-1.7B', 'Candidate Count')","('Qwen/Qwen3-4B', 'Base')","('Qwen/Qwen3-4B', 'Best Skip Layer')","('Qwen/Qwen3-4B', 'Performance')","('Qwen/Qwen3-4B', 'Candidate Count')","('Qwen/Qwen3-8B', 'Base')","('Qwen/Qwen3-8B', 'Best Skip Layer')","('Qwen/Qwen3-8B', 'Performance')","('Qwen/Qwen3-8B', 'Candidate Count')","('allenai/OLMo-2-0425-1B-Instruct', 'Base')","('allenai/OLMo-2-0425-1B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-0425-1B-Instruct', 'Performance')","('allenai/OLMo-2-0425-1B-Instruct', 'Candidate Count')","('allenai/OLMo-2-1124-7B-Instruct', 'Base')","('allenai/OLMo-2-1124-7B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-1124-7B-Instruct', 'Performance')","('allenai/OLMo-2-1124-7B-Instruct', 'Candidate Count')"
global_mmlu_full_ja_high_school_biology,26.77%,11,+4.19%,3,36.45%,22,+3.55%,7,36.13%,15,+0.32%,1,43.87%,24,+0.32%,1,55.48%,26,+0.97%,3,66.13%,26,+4.19%,11,81.94%,25,+1.61%,5,28.39%,12,+6.13%,5,33.23%,31,+4.19%,8
global_mmlu_full_ja_high_school_chemistry,26.11%,17,+6.40%,5,33.50%,20,-0.49%,0,36.95%,11,+0.49%,1,41.87%,17,+1.48%,5,45.32%,26,+2.96%,2,56.65%,26,+1.48%,2,64.04%,22,+2.96%,4,23.65%,4,+7.88%,11,28.57%,5,+7.39%,12
global_mmlu_full_ja_high_school_computer_science,26.00%,17,+10.00%,5,35.00%,25,+1.00%,1,34.00%,11,+3.00%,2,57.00%,18,+3.00%,4,59.00%,16,+8.00%,3,81.00%,26,+1.00%,2,85.00%,26,+3.00%,7,26.00%,14,+4.00%,5,40.00%,25,+5.00%,6
global_mmlu_full_ja_high_school_mathematics,18.52%,11,+8.52%,18,22.59%,16,+3.33%,10,28.89%,7,+3.70%,4,33.70%,19,+0.74%,1,39.63%,20,+2.59%,3,38.52%,28,+6.30%,18,51.11%,29,+2.22%,8,25.93%,3,+3.70%,8,34.07%,12,0.00%,0
global_mmlu_full_ja_high_school_physics,19.21%,5,+13.25%,14,28.48%,19,+2.65%,3,31.13%,13,+4.64%,3,27.15%,10,+3.97%,10,33.77%,18,+7.28%,5,51.66%,35,+1.99%,7,60.26%,22,+3.97%,9,27.81%,8,+5.96%,3,29.80%,17,+5.96%,11
global_mmlu_full_ja_high_school_statistics,18.52%,5,+17.59%,6,31.94%,22,+5.56%,2,38.43%,13,-2.78%,0,30.09%,22,+6.48%,11,45.83%,18,+12.04%,7,63.43%,35,+0.46%,1,68.06%,31,+0.93%,2,21.30%,8,+21.76%,5,37.04%,18,+6.02%,7
global_mmlu_full_ja_machine_learning,29.46%,14,+3.57%,9,25.00%,14,+9.82%,19,23.21%,14,+8.04%,14,42.86%,16,+0.89%,2,42.86%,13,+2.68%,4,42.86%,15,+2.68%,13,50.00%,21,+1.79%,1,31.25%,4,+3.57%,1,22.32%,17,+7.14%,29
global_mmlu_full_ko_formal_logic,18.25%,4,+16.67%,15,32.54%,1,+3.17%,8,26.19%,15,+6.35%,3,27.78%,19,+3.17%,12,40.48%,26,+4.76%,3,50.00%,26,+2.38%,5,57.94%,34,+2.38%,2,24.60%,15,+3.97%,6,23.81%,16,+6.35%,20
global_mmlu_full_ko_high_school_european_history,24.85%,8,+6.67%,8,37.58%,20,+3.64%,6,40.00%,11,0.00%,0,53.94%,20,+1.21%,2,49.09%,17,+3.64%,5,70.91%,26,+1.82%,2,72.12%,27,0.00%,0,30.91%,11,+3.03%,3,41.21%,25,+1.82%,5
global_mmlu_full_ko_high_school_us_history,23.04%,11,+5.39%,14,37.25%,20,+4.41%,3,35.29%,12,0.00%,0,50.00%,23,+2.45%,3,40.20%,13,+4.90%,5,61.27%,30,+0.49%,2,68.14%,22,+1.96%,5,27.45%,11,+1.96%,2,32.35%,4,+3.43%,9
global_mmlu_full_ko_high_school_world_history,25.32%,12,+3.38%,14,36.29%,15,+3.38%,5,41.77%,14,0.00%,0,57.38%,19,-1.27%,0,56.96%,27,0.00%,0,71.31%,31,+1.69%,4,76.79%,34,+2.53%,13,30.80%,11,+2.95%,1,32.91%,15,+7.17%,21
global_mmlu_full_ko_international_law,24.79%,9,+16.53%,5,40.50%,16,+10.74%,11,58.68%,15,-0.83%,0,66.12%,22,+1.65%,2,61.16%,26,+4.13%,2,66.94%,25,+1.65%,7,72.73%,22,+4.13%,14,28.10%,11,+4.96%,5,51.24%,21,+3.31%,6
global_mmlu_full_ko_jurisprudence,27.78%,15,+3.70%,4,32.41%,15,+6.48%,6,46.30%,15,+1.85%,1,57.41%,16,+3.70%,4,50.93%,18,+1.85%,6,62.96%,26,+0.93%,2,69.44%,22,+5.56%,6,31.48%,12,+5.56%,2,45.37%,3,+5.56%,8
global_mmlu_full_ko_logical_fallacies,25.15%,17,+5.52%,7,34.97%,18,0.00%,0,39.26%,15,-1.84%,0,39.88%,17,+3.07%,4,39.88%,16,+1.84%,5,54.60%,27,+1.23%,1,54.60%,20,+2.45%,7,29.45%,15,+3.68%,1,31.90%,16,+5.52%,10
global_mmlu_full_ko_moral_disputes,27.46%,17,+3.47%,3,34.68%,20,+6.36%,5,35.26%,11,+2.89%,4,44.80%,16,+2.02%,3,47.98%,27,+0.58%,1,52.02%,25,+1.45%,1,56.65%,29,+3.76%,3,28.90%,11,+2.02%,1,37.57%,16,+3.18%,10
global_mmlu_full_ko_moral_scenarios,24.25%,11,+3.02%,8,24.47%,0,+4.47%,10,24.02%,7,+3.13%,13,30.28%,22,+4.02%,5,24.80%,1,+2.46%,8,41.34%,25,+3.46%,9,48.04%,24,+0.22%,1,24.25%,1,0.00%,0,24.13%,10,+3.13%,27
global_mmlu_full_ko_philosophy,29.90%,17,+2.89%,3,36.66%,16,+0.64%,2,38.59%,15,+0.64%,1,46.62%,9,+0.32%,1,48.23%,24,+0.96%,2,51.13%,35,+1.93%,4,65.27%,32,+0.64%,2,32.48%,15,-1.93%,0,33.44%,8,+4.50%,16
global_mmlu_full_ko_prehistory,25.93%,17,+5.86%,4,38.27%,20,+2.16%,6,40.12%,15,-1.85%,0,44.44%,21,0.00%,0,40.12%,14,+3.40%,6,52.78%,28,+1.23%,2,60.80%,34,+2.16%,11,34.57%,12,+2.78%,1,36.42%,31,+3.70%,16
global_mmlu_full_ko_professional_law,24.12%,8,+2.22%,13,26.60%,20,+3.06%,10,30.57%,11,+0.33%,1,34.35%,24,+0.26%,1,32.40%,23,+1.63%,8,39.05%,25,+1.17%,10,40.94%,25,+0.72%,7,27.12%,12,+0.39%,1,31.42%,22,+0.26%,3
global_mmlu_full_ko_world_religions,23.98%,0,+8.77%,13,44.44%,20,+0.58%,1,42.69%,11,+1.17%,2,62.57%,23,+2.92%,5,52.63%,23,+0.58%,1,63.16%,31,+1.75%,2,72.51%,25,+3.51%,7,35.09%,11,-1.17%,0,46.78%,19,+0.58%,2
global_mmlu_full_ko_business_ethics,25.00%,0,+5.00%,11,41.00%,18,+5.00%,5,38.00%,14,+7.00%,4,46.00%,7,+5.00%,11,47.00%,24,+4.00%,4,59.00%,22,+3.00%,4,62.00%,27,+4.00%,2,27.00%,3,+6.00%,7,35.00%,25,+7.00%,15
global_mmlu_full_ko_clinical_knowledge,23.02%,11,+8.30%,9,38.87%,18,0.00%,0,36.60%,15,+4.53%,3,42.26%,16,+2.26%,5,46.42%,26,+2.64%,6,55.09%,28,+1.51%,1,64.53%,25,+2.64%,8,29.81%,8,-1.51%,0,35.85%,13,+1.51%,11
global_mmlu_full_ko_college_medicine,22.54%,11,+11.56%,9,34.68%,21,+0.58%,1,30.06%,15,+6.36%,3,34.10%,23,+3.47%,8,42.20%,26,+5.78%,4,55.49%,31,+2.89%,2,64.74%,25,+1.16%,1,24.86%,8,+6.36%,5,26.59%,12,+5.20%,12
global_mmlu_full_ko_global_facts,22.00%,9,+14.00%,5,32.00%,15,+4.00%,7,31.00%,14,+9.00%,6,28.00%,24,+3.00%,9,29.00%,21,+5.00%,4,24.00%,35,+7.00%,22,30.00%,8,+9.00%,23,25.00%,6,+8.00%,12,27.00%,5,+7.00%,14
global_mmlu_full_ko_human_aging,34.08%,15,+4.04%,3,34.98%,17,+8.52%,5,34.08%,12,+3.14%,2,43.95%,21,+3.14%,4,46.19%,22,+1.79%,3,55.16%,25,+0.45%,1,56.50%,15,+2.69%,8,36.77%,9,+1.35%,3,44.39%,20,+3.14%,10
global_mmlu_full_ko_management,20.39%,16,+9.71%,9,46.60%,15,+1.94%,4,38.83%,15,+0.97%,1,55.34%,23,+0.97%,1,53.40%,26,+0.97%,1,73.79%,21,0.00%,0,78.64%,22,+2.91%,3,28.16%,8,+11.65%,2,33.01%,19,+6.80%,15
global_mmlu_full_ko_marketing,27.35%,4,+2.99%,8,49.15%,17,+2.99%,7,49.15%,14,+0.85%,1,67.52%,19,0.00%,0,65.38%,23,+1.28%,4,82.48%,27,-0.85%,0,82.05%,29,+3.42%,4,34.62%,12,+2.14%,3,51.28%,19,+0.85%,5
global_mmlu_full_ko_medical_genetics,30.00%,15,+2.00%,1,39.00%,25,+3.00%,3,38.00%,14,+3.00%,1,53.00%,19,+3.00%,2,47.00%,20,+3.00%,3,52.00%,18,+3.00%,4,54.00%,19,+3.00%,6,31.00%,12,+4.00%,1,39.00%,13,+5.00%,11
global_mmlu_full_ko_miscellaneous,27.71%,16,0.00%,0,36.78%,20,+2.17%,3,35.12%,15,+1.28%,2,46.36%,18,+1.15%,3,44.57%,20,+2.68%,7,57.47%,31,+1.02%,5,64.75%,28,+0.38%,5,28.86%,12,+0.89%,4,37.55%,15,+0.64%,4
global_mmlu_full_ko_nutrition,23.20%,11,+6.54%,9,42.48%,15,+5.56%,6,43.46%,15,+2.29%,3,50.33%,18,+3.27%,6,51.31%,26,+4.25%,5,58.17%,35,+2.29%,7,66.67%,32,+0.65%,5,27.12%,12,+5.56%,5,34.31%,1,+5.23%,16
global_mmlu_full_ko_professional_accounting,21.99%,1,+4.26%,14,27.66%,20,+2.84%,4,31.56%,14,+1.42%,2,36.17%,19,+3.90%,7,32.98%,27,+1.06%,2,39.01%,26,+4.26%,6,46.81%,32,+1.42%,1,27.30%,11,+3.19%,1,27.30%,16,+4.61%,18
global_mmlu_full_ko_professional_medicine,23.53%,11,+17.65%,2,25.37%,13,+18.01%,7,28.31%,15,+3.31%,2,26.84%,1,+9.56%,11,36.03%,18,+5.51%,2,52.21%,18,+1.47%,2,62.87%,21,+0.74%,2,19.49%,8,+20.22%,15,29.04%,28,+5.51%,10
global_mmlu_full_ko_virology,30.72%,12,+5.42%,1,36.14%,17,+6.02%,5,35.54%,12,+1.81%,3,39.76%,23,+1.20%,5,39.76%,20,+1.81%,4,43.98%,17,+2.41%,10,50.60%,27,+1.20%,5,37.35%,12,+1.20%,1,36.75%,9,+2.41%,11
global_mmlu_full_ko_econometrics,28.07%,2,-0.88%,0,17.54%,0,+13.16%,22,27.19%,12,+1.75%,4,28.95%,13,+3.51%,5,35.96%,7,+0.88%,2,33.33%,2,+6.14%,15,48.25%,15,+2.63%,6,20.18%,4,+10.53%,15,29.82%,1,+7.89%,10
global_mmlu_full_ko_high_school_geography,26.77%,11,+5.05%,3,48.48%,22,+1.01%,2,39.39%,15,+4.04%,1,56.57%,16,+1.52%,2,49.49%,26,+7.07%,4,64.65%,25,+3.54%,13,75.25%,21,+0.51%,1,23.74%,12,+5.56%,5,36.36%,25,+1.52%,6
global_mmlu_full_ko_high_school_government_and_politics,21.76%,11,+15.54%,7,37.31%,18,0.00%,0,36.27%,14,+3.11%,3,47.67%,22,0.00%,0,44.04%,18,+3.11%,4,61.66%,35,+2.07%,5,70.98%,22,+2.07%,4,28.50%,8,+6.22%,2,35.23%,27,0.00%,0
global_mmlu_full_ko_high_school_macroeconomics,18.72%,11,+16.15%,18,36.41%,21,+1.03%,3,32.05%,15,+3.85%,3,39.23%,22,+1.79%,4,39.23%,18,+4.36%,6,56.92%,31,+0.77%,2,63.08%,32,+0.77%,9,30.00%,8,+3.33%,3,30.51%,19,+2.56%,7
global_mmlu_full_ko_high_school_microeconomics,24.37%,11,+11.76%,3,38.24%,22,+1.26%,2,33.61%,15,+6.30%,4,35.29%,24,+5.46%,8,44.12%,26,+0.84%,1,60.08%,25,+0.84%,1,67.23%,22,+2.52%,8,32.35%,8,+1.68%,2,35.71%,28,+2.94%,3
global_mmlu_full_ko_high_school_psychology,23.49%,11,+5.14%,3,41.83%,19,+0.73%,3,34.68%,15,0.00%,0,49.36%,16,+1.28%,2,53.94%,26,+2.75%,3,69.17%,25,+2.75%,9,77.80%,30,+0.92%,2,28.44%,11,+3.85%,4,34.86%,19,+1.65%,4
global_mmlu_full_ko_human_sexuality,22.90%,3,+3.82%,12,35.88%,15,+3.82%,6,39.69%,12,+0.76%,1,50.38%,24,+0.76%,1,45.04%,22,+3.05%,5,51.15%,19,+5.34%,14,64.89%,33,+3.05%,9,34.35%,14,+4.58%,1,41.22%,13,+2.29%,9
global_mmlu_full_ko_professional_psychology,24.51%,1,+3.27%,9,27.94%,20,+3.59%,10,32.35%,11,+0.33%,1,39.05%,21,+0.33%,1,38.89%,16,+2.78%,4,47.39%,27,+1.80%,12,55.88%,22,+0.16%,2,29.25%,11,-0.33%,0,32.84%,26,+1.63%,10
global_mmlu_full_ko_public_relations,25.45%,16,+10.91%,7,36.36%,19,0.00%,0,30.91%,11,+6.36%,5,42.73%,24,+1.82%,3,42.73%,26,+2.73%,3,52.73%,27,+1.82%,1,51.82%,25,+4.55%,12,27.27%,5,+8.18%,13,39.09%,15,+3.64%,6
global_mmlu_full_ko_security_studies,20.00%,11,+16.33%,9,44.08%,19,+1.22%,4,37.55%,14,+1.22%,2,51.84%,23,+2.04%,4,53.47%,25,+2.04%,4,60.00%,35,+3.67%,9,64.08%,2,+1.63%,4,28.16%,12,+9.80%,6,43.27%,19,+2.86%,9
global_mmlu_full_ko_sociology,24.38%,11,+4.98%,5,48.26%,20,+2.49%,5,48.26%,15,+3.98%,2,58.21%,18,+1.99%,3,57.21%,25,+2.99%,5,69.15%,25,+1.99%,3,69.65%,15,+2.99%,13,36.32%,15,+2.99%,3,53.73%,28,+2.99%,3
global_mmlu_full_ko_us_foreign_policy,25.00%,2,+4.00%,10,48.00%,20,+4.00%,9,52.00%,11,-1.00%,0,61.00%,24,+4.00%,7,61.00%,18,-1.00%,0,66.00%,30,+2.00%,5,73.00%,29,+2.00%,4,46.00%,14,+4.00%,1,57.00%,9,+1.00%,1
global_mmlu_full_ko_abstract_algebra,24.00%,17,+9.00%,4,24.00%,11,+13.00%,12,26.00%,7,+10.00%,6,26.00%,8,+11.00%,15,33.00%,14,+1.00%,2,35.00%,2,+5.00%,12,43.00%,21,+2.00%,3,34.00%,12,0.00%,0,35.00%,0,+3.00%,3
global_mmlu_full_ko_anatomy,25.93%,9,+7.41%,9,34.07%,20,+5.93%,5,37.04%,11,+2.22%,1,28.89%,27,+8.89%,14,36.30%,9,+3.70%,4,43.70%,19,+2.22%,3,49.63%,28,+2.22%,2,22.96%,12,+7.41%,11,31.85%,19,+2.96%,6
global_mmlu_full_ko_astronomy,23.03%,8,+9.21%,6,36.18%,18,+3.95%,8,47.37%,14,0.00%,0,46.05%,22,+1.97%,6,42.76%,26,+5.26%,6,67.11%,21,+1.97%,6,76.32%,21,+2.63%,5,23.68%,8,+9.21%,6,31.58%,12,+5.26%,8
global_mmlu_full_ko_college_biology,25.00%,8,+5.56%,10,26.39%,8,+3.47%,11,30.56%,11,+3.47%,1,29.86%,11,+4.86%,17,36.81%,23,0.00%,0,48.61%,28,+2.78%,6,68.06%,22,+0.69%,3,29.86%,8,+0.69%,1,27.78%,13,+2.78%,11
global_mmlu_full_ko_college_chemistry,21.00%,11,+11.00%,5,30.00%,22,+4.00%,6,26.00%,15,+8.00%,3,29.00%,1,+7.00%,11,36.00%,18,+4.00%,3,49.00%,20,+1.00%,3,53.00%,13,0.00%,0,28.00%,11,+8.00%,4,24.00%,28,+8.00%,19
global_mmlu_full_ko_college_computer_science,18.00%,5,+15.00%,15,34.00%,21,+5.00%,6,35.00%,7,+3.00%,1,36.00%,18,+3.00%,5,34.00%,18,+9.00%,10,56.00%,30,+4.00%,10,64.00%,33,+3.00%,6,30.00%,11,+3.00%,3,37.00%,28,+3.00%,1
global_mmlu_full_ko_college_mathematics,23.00%,1,+11.00%,6,29.00%,23,+1.00%,1,35.00%,15,+2.00%,1,28.00%,6,+8.00%,16,32.00%,18,+9.00%,9,44.00%,2,+2.00%,3,43.00%,25,+5.00%,11,33.00%,12,+3.00%,1,36.00%,17,+8.00%,11
global_mmlu_full_ko_college_physics,17.65%,11,+13.73%,15,26.47%,20,+6.86%,10,26.47%,10,+8.82%,4,23.53%,1,+10.78%,23,34.31%,18,0.00%,0,41.18%,19,+5.88%,8,45.10%,7,+4.90%,8,23.53%,8,+4.90%,4,24.51%,18,+7.84%,18
global_mmlu_full_ko_computer_security,22.00%,9,+11.00%,13,36.00%,20,+9.00%,5,41.00%,11,+2.00%,1,60.00%,16,+2.00%,4,64.00%,23,+1.00%,2,68.00%,31,+3.00%,8,75.00%,29,+2.00%,6,30.00%,12,+3.00%,4,45.00%,5,+2.00%,3
global_mmlu_full_ko_conceptual_physics,31.91%,16,+0.43%,1,27.66%,11,+4.26%,11,28.09%,4,+3.83%,9,37.02%,24,+5.11%,5,43.40%,16,+2.98%,4,60.85%,35,+1.28%,4,68.94%,35,+0.85%,3,30.64%,13,+2.98%,8,34.04%,20,+1.28%,3
global_mmlu_full_ko_electrical_engineering,29.66%,11,+6.21%,1,39.31%,18,+5.52%,5,39.31%,14,-0.69%,0,54.48%,18,-0.69%,0,46.21%,20,+6.21%,9,59.31%,26,+1.38%,3,62.76%,31,+0.69%,2,30.34%,11,-1.38%,0,45.52%,22,+1.38%,4
global_mmlu_full_ko_elementary_mathematics,22.75%,11,+5.56%,9,25.40%,20,+5.03%,6,30.69%,12,+0.26%,1,38.36%,22,+0.79%,1,44.97%,20,+2.91%,6,53.97%,35,+2.91%,8,62.43%,22,+2.91%,14,27.78%,14,0.00%,0,30.95%,28,+1.06%,1
global_mmlu_full_ko_high_school_biology,25.48%,11,+5.81%,9,37.74%,21,+2.26%,6,36.77%,15,+3.55%,2,41.29%,23,+1.61%,5,50.00%,26,+3.55%,4,63.87%,35,+1.94%,5,71.61%,33,+0.65%,5,31.29%,15,+1.94%,1,35.48%,10,+1.61%,4
global_mmlu_full_ko_high_school_chemistry,25.12%,8,+4.43%,6,29.56%,20,+1.48%,4,38.92%,11,-0.49%,0,37.44%,8,+5.42%,10,36.95%,26,+6.40%,11,46.80%,23,+2.46%,8,61.08%,28,+0.49%,1,27.09%,8,+8.37%,5,29.56%,7,+7.39%,13
global_mmlu_full_ko_high_school_computer_science,27.00%,8,+8.00%,4,28.00%,16,+8.00%,5,39.00%,11,+1.00%,1,52.00%,13,+4.00%,2,65.00%,27,+1.00%,1,73.00%,26,+3.00%,4,80.00%,26,+2.00%,6,23.00%,0,+4.00%,4,41.00%,19,+3.00%,2
global_mmlu_full_ko_high_school_mathematics,22.59%,16,+5.93%,7,25.19%,11,+2.22%,5,27.78%,15,+2.22%,5,33.33%,21,+3.70%,8,37.78%,26,+2.59%,3,41.48%,31,+2.59%,11,52.22%,25,+3.33%,6,25.56%,8,+2.96%,9,28.52%,17,+4.07%,13
global_mmlu_full_ko_high_school_physics,14.57%,11,+18.54%,18,26.49%,22,+4.64%,9,32.45%,10,+1.32%,1,29.14%,2,+6.62%,12,29.80%,18,+7.95%,9,50.99%,34,+1.32%,1,56.29%,20,+1.99%,7,28.48%,8,+7.95%,2,24.50%,4,+11.26%,30
global_mmlu_full_ko_high_school_statistics,18.06%,11,+22.22%,4,32.41%,22,+6.94%,4,35.65%,15,+2.31%,2,34.72%,18,+2.31%,2,40.74%,18,+7.87%,6,56.02%,22,+3.70%,13,68.98%,34,+1.85%,5,27.31%,8,+14.81%,4,37.04%,19,+2.78%,6
global_mmlu_full_ko_machine_learning,25.89%,0,+6.25%,12,22.32%,17,+17.86%,19,26.79%,14,+8.04%,4,34.82%,11,+3.57%,8,38.39%,22,+5.36%,4,41.96%,30,+3.57%,10,42.86%,29,+2.68%,6,25.89%,0,+6.25%,8,25.00%,9,+4.46%,7
global_mmlu_full_ru_formal_logic,,,,,31.75%,7,+5.56%,8,30.16%,13,+4.76%,3,32.54%,19,+6.35%,9,39.68%,26,+9.52%,7,53.17%,7,+3.97%,10,55.56%,16,+7.14%,19,29.37%,12,+7.14%,1,36.51%,25,0.00%,0
global_mmlu_full_ru_high_school_european_history,,,,,49.09%,25,+1.82%,2,43.64%,11,+2.42%,2,72.12%,20,+0.61%,1,60.00%,26,+4.24%,4,73.33%,21,+1.82%,1,77.58%,22,+0.61%,5,38.18%,12,-3.64%,0,55.15%,24,+1.21%,4
global_mmlu_full_ru_high_school_us_history,,,,,37.25%,20,+3.92%,4,34.31%,11,+3.92%,3,57.84%,23,0.00%,0,44.61%,20,+2.94%,4,71.08%,27,+0.98%,2,77.94%,35,+0.98%,3,34.80%,14,+0.49%,1,37.75%,10,+4.41%,15
global_mmlu_full_ru_high_school_world_history,,,,,37.97%,15,+3.80%,6,48.52%,14,+0.42%,1,68.78%,23,0.00%,0,59.92%,22,+0.84%,3,75.95%,27,+1.27%,9,79.32%,27,+0.42%,1,36.29%,11,+0.42%,1,53.16%,29,+1.69%,5
global_mmlu_full_ru_international_law,,,,,52.89%,20,+1.65%,3,62.81%,11,-6.61%,0,71.07%,23,+3.31%,4,68.60%,25,+1.65%,2,67.77%,28,+3.31%,13,76.03%,32,+2.48%,3,33.06%,12,+2.48%,1,55.37%,9,+1.65%,3
global_mmlu_full_ru_jurisprudence,,,,,38.89%,15,0.00%,0,48.15%,15,+4.63%,1,50.93%,21,+2.78%,4,47.22%,18,+2.78%,5,62.04%,34,+5.56%,4,73.15%,25,+2.78%,7,37.04%,13,+1.85%,3,47.22%,15,+0.93%,2
global_mmlu_full_ru_logical_fallacies,,,,,38.04%,20,+4.29%,7,34.97%,14,+6.75%,2,51.53%,22,0.00%,0,44.79%,13,+0.61%,2,58.28%,35,+1.84%,9,63.80%,22,+3.68%,4,33.74%,11,-1.23%,0,37.42%,27,+3.07%,7
global_mmlu_full_ru_moral_disputes,,,,,39.88%,23,+0.87%,1,36.13%,11,+1.45%,1,50.00%,21,+1.73%,1,46.53%,16,+2.31%,6,62.43%,26,+0.29%,1,63.58%,28,+2.60%,3,35.26%,12,-0.58%,0,45.38%,30,+1.16%,6
global_mmlu_full_ru_moral_scenarios,,,,,25.70%,21,+3.13%,6,23.91%,10,+3.35%,12,40.78%,24,+3.02%,2,24.36%,0,+0.56%,7,24.13%,22,+5.03%,31,24.58%,9,+8.16%,21,26.15%,11,+0.45%,1,24.80%,23,+2.68%,6
global_mmlu_full_ru_philosophy,,,,,35.05%,24,+1.61%,6,41.48%,15,-1.61%,0,52.41%,17,+2.89%,7,49.84%,23,0.00%,0,65.27%,35,+0.32%,1,68.17%,31,+0.96%,5,31.19%,12,+0.32%,1,47.59%,19,+1.61%,5
global_mmlu_full_ru_prehistory,,,,,34.57%,20,+4.63%,7,35.49%,15,+1.85%,1,49.38%,25,+3.09%,4,46.60%,26,+0.62%,1,55.56%,25,+4.01%,11,67.28%,31,+0.31%,1,29.01%,12,+5.25%,5,35.80%,15,+5.25%,10
global_mmlu_full_ru_professional_law,,,,,26.99%,16,+1.17%,4,31.16%,15,-0.65%,0,37.61%,22,+0.07%,1,32.79%,17,+1.56%,2,40.42%,26,+1.37%,4,44.07%,35,+0.91%,5,26.86%,12,+1.76%,5,32.59%,27,+0.85%,2
global_mmlu_full_ru_world_religions,,,,,35.09%,20,+5.85%,10,38.60%,14,-0.58%,0,56.14%,17,+1.17%,2,52.63%,24,+1.17%,3,66.08%,15,+3.51%,8,75.44%,21,+0.58%,3,29.24%,0,0.00%,0,30.99%,7,+5.85%,8
global_mmlu_full_ru_business_ethics,,,,,34.00%,17,+7.00%,11,43.00%,11,+4.00%,1,49.00%,21,+3.00%,2,51.00%,22,+6.00%,7,68.00%,26,0.00%,0,68.00%,25,+4.00%,12,32.00%,14,+3.00%,2,42.00%,25,+6.00%,8
global_mmlu_full_ru_clinical_knowledge,,,,,38.11%,21,+3.02%,6,37.74%,15,+1.51%,2,49.81%,19,+3.02%,5,60.00%,26,+0.75%,2,68.30%,34,+2.64%,4,70.57%,22,+3.40%,11,32.45%,15,+0.75%,1,38.49%,12,+1.89%,7
global_mmlu_full_ru_college_medicine,,,,,33.53%,18,+4.05%,9,33.53%,11,+1.16%,2,41.62%,24,+5.20%,12,49.13%,26,+1.73%,3,67.05%,19,+0.58%,1,68.79%,29,+2.31%,11,28.90%,12,+3.47%,1,27.75%,17,+7.51%,15
global_mmlu_full_ru_global_facts,,,,,33.00%,15,+1.00%,2,35.00%,14,+1.00%,2,25.00%,25,+13.00%,23,27.00%,21,+10.00%,14,34.00%,21,+3.00%,1,40.00%,9,+5.00%,12,34.00%,3,+5.00%,2,31.00%,15,+5.00%,16
global_mmlu_full_ru_human_aging,,,,,36.32%,17,+4.04%,3,35.87%,14,+4.04%,6,43.50%,25,+3.59%,5,50.22%,27,+2.24%,2,56.05%,29,+1.79%,6,61.43%,26,+1.79%,13,37.22%,6,+2.24%,2,46.19%,31,+2.24%,12
global_mmlu_full_ru_management,,,,,51.46%,22,0.00%,0,46.60%,15,-2.91%,0,57.28%,8,+1.94%,5,62.14%,26,+2.91%,1,69.90%,25,+6.80%,13,79.61%,26,+2.91%,1,27.18%,1,+4.85%,3,41.75%,15,+3.88%,17
global_mmlu_full_ru_marketing,,,,,48.72%,17,+2.99%,7,52.56%,15,-0.43%,0,63.68%,25,+4.70%,12,69.23%,26,+2.99%,5,79.06%,26,0.00%,0,80.77%,15,+1.28%,5,39.74%,11,+0.85%,3,63.25%,28,+1.28%,3
global_mmlu_full_ru_medical_genetics,,,,,46.00%,18,-1.00%,0,36.00%,13,+1.00%,1,53.00%,23,+6.00%,4,56.00%,27,+2.00%,1,59.00%,15,+6.00%,6,76.00%,31,+1.00%,2,36.00%,12,+2.00%,3,39.00%,19,+6.00%,12
global_mmlu_full_ru_miscellaneous,,,,,38.70%,20,+2.68%,4,39.85%,14,+0.64%,1,53.38%,16,+1.28%,5,49.04%,26,+1.28%,3,63.98%,25,+1.40%,7,72.29%,32,+0.64%,3,28.48%,11,+4.34%,7,40.49%,30,+0.89%,3
